property_sum,violent_sum,year,month,county,unemp. rate
25,9,2016,february,san bernardino county,5.9%
0,0,2016,february,sacramento county,5.4%
10,1,2016,february,sacramento county,5.4%
61,4,2016,february,alameda county,4.2%
44,1,2016,february,yolo county,6.8%
2,0,2016,february,san francisco county,3.6%
43,2,2016,february,orange county,4.1%
63,11,2016,february,los angeles county,5.3%
7,1,2016,february,sacramento county,5.4%
10,0,2016,february,merced county,13.1%
28,0,2016,february,riverside county,6.2%
46,2,2016,february,san diego county,4.7%
39,1,2016,february,san francisco county,3.6%
31,10,2016,february,santa barbara county,5.8%
31,2,2016,february,santa cruz county,9.0%
32,7,2016,february,mendocino county,6.4%
152,22,2016,february,alameda county,4.2%
0,0,2016,february,alameda county,4.2%
0,0,2016,february,amador county,6.8%
2,0,2016,february,butte county,7.5%
0,0,2016,february,calaveras county,7.7%
0,0,2016,february,colusa county,21.5%
0,0,2016,february,contra costa county,4.5%
0,0,2016,february,el dorado county,5.8%
0,0,2016,february,fresno county,10.8%
0,0,2016,february,glenn county,10.2%
0,0,2016,february,humboldt county,5.6%
0,0,2016,february,imperial county,21.7%
0,0,2016,february,inyo county,6.5%
1,0,2016,february,kern county,11.4%
0,0,2016,february,kings county,12.4%
0,0,2016,february,lassen county,9.8%
13,0,2016,february,los angeles county,5.3%
0,0,2016,february,madera county,9.8%
0,0,2016,february,mendocino county,6.4%
0,0,2016,february,merced county,13.1%
0,0,2016,february,modoc county,11.0%
0,0,2016,february,monterey county,11.5%
0,0,2016,february,napa county,4.7%
0,0,2016,february,nevada county,5.5%
0,0,2016,february,orange county,4.1%
2,0,2016,february,placer county,4.7%
0,0,2016,february,plumas county,14.3%
1,0,2016,february,riverside county,6.2%
5,0,2016,february,sacramento county,5.4%
0,0,2016,february,san benito county,8.1%
5,0,2016,february,san bernardino county,5.9%
0,0,2016,february,san francisco county,3.6%
7,0,2016,february,san joaquin county,8.7%
0,0,2016,february,san luis obispo county,4.8%
0,0,2016,february,san mateo county,3.4%
0,0,2016,february,santa barbara county,5.8%
0,0,2016,february,santa clara county,4.0%
0,0,2016,february,santa cruz county,9.0%
1,0,2016,february,shasta county,7.8%
0,0,2016,february,sierra county,9.9%
0,0,2016,february,siskiyou county,12.1%
0,0,2016,february,solano county,5.6%
0,0,2016,february,sonoma county,4.3%
0,0,2016,february,stanislaus county,9.6%
0,0,2016,february,sutter county,12.4%
0,0,2016,february,tehama county,7.7%
0,0,2016,february,trinity county,8.4%
1,0,2016,february,tulare county,12.4%
0,0,2016,february,ventura county,5.3%
0,0,2016,february,yolo county,6.8%
0,0,2016,february,yuba county,9.3%
195,24,2016,february,san bernardino county,5.9%
165,19,2016,february,solano county,5.6%
388,87,2016,february,solano county,5.6%
278,22,2016,february,ventura county,5.3%
59,9,2016,february,ventura county,5.3%
6,1,2016,february,ventura county,5.3%
24,0,2016,february,los angeles county,5.3%
302,52,2016,february,san bernardino county,5.9%
6,0,2016,february,orange county,4.1%
364,38,2016,february,tulare county,12.4%
129,27,2016,february,san diego county,4.7%
41,1,2016,february,los angeles county,5.3%
199,9,2016,february,contra costa county,4.5%
9,0,2016,february,stanislaus county,9.6%
133,30,2016,february,santa cruz county,9.0%
11,3,2016,february,siskiyou county,12.1%
223,21,2016,february,los angeles county,5.3%
105,13,2016,february,los angeles county,5.3%
101,16,2016,february,yolo county,6.8%
4,0,2016,february,santa clara county,4.0%
11,1,2016,february,los angeles county,5.3%
215,41,2016,february,orange county,4.1%
0,1,2016,february,imperial county,21.7%
3,1,2016,february,yuba county,9.3%
204,20,2016,february,los angeles county,5.3%
74,4,2016,february,riverside county,6.2%
4,3,2016,february,colusa county,21.5%
1,6,2016,february,mendocino county,6.4%
10,1,2016,february,glenn county,10.2%
26,8,2016,february,sonoma county,4.3%
2,1,2016,february,yolo county,6.8%
10,2,2016,february,tulare county,12.4%
160,26,2016,february,yolo county,6.8%
19,2,2016,february,yolo county,6.8%
95,5,2016,february,orange county,4.1%
7,1,2016,february,napa county,4.7%
25,2,2016,february,siskiyou county,12.1%
190,15,2016,february,sutter county,12.4%
95,18,2016,february,yuba county,9.3%
110,14,2016,february,san bernardino county,5.9%
27,3,2016,february,san bernardino county,5.9%
61,26,2016,march,san bernardino county,5.9%
22,1,2016,march,los angeles county,5.2%
160,12,2016,march,alameda county,4.2%
131,22,2016,march,alameda county,4.2%
200,51,2016,march,alameda county,4.2%
0,0,2016,march,alameda county,4.2%
8,1,2016,march,alameda county,4.2%
48,3,2016,march,alameda county,4.2%
170,9,2016,march,los angeles county,5.2%
28,3,2016,march,orange county,4.1%
4,0,2016,march,santa barbara county,5.5%
1,1,2016,march,alpine county,7.3%
8,1,2016,march,modoc county,10.5%
38,4,2016,march,amador county,6.8%
47,7,2016,march,napa county,4.7%
901,105,2016,march,orange county,4.1%
35,10,2016,march,shasta county,8.0%
1,0,2016,march,ventura county,5.2%
6,0,2016,march,calaveras county,8.0%
311,62,2016,march,contra costa county,4.6%
162,15,2016,march,san bernardino county,5.9%
123,3,2016,march,los angeles county,5.2%
42,9,2016,march,humboldt county,5.6%
23,1,2016,march,san luis obispo county,4.7%
65,7,2016,march,los angeles county,5.2%
75,18,2016,march,kern county,12.2%
42,6,2016,march,san luis obispo county,4.7%
0,26,2016,march,san luis obispo county,4.7%
12,0,2016,march,san mateo county,3.4%
77,19,2016,march,merced county,13.0%
22,3,2016,march,placer county,4.8%
1,0,2016,march,los angeles county,5.2%
15,3,2016,march,kings county,12.3%
68,17,2016,march,los angeles county,5.2%
1420,130,2016,march,kern county,12.2%
126,22,2016,march,los angeles county,5.2%
49,13,2016,march,riverside county,6.2%
96,35,2016,march,san bernardino county,5.9%
0,0,2016,march,san mateo county,3.4%
6,0,2016,march,kern county,12.2%
66,9,2016,march,riverside county,6.2%
75,14,2016,march,los angeles county,5.2%
82,9,2016,march,los angeles county,5.2%
177,33,2016,march,los angeles county,5.2%
30,2,2016,march,san mateo county,3.4%
53,0,2016,march,solano county,5.7%
458,39,2016,march,alameda county,4.2%
123,9,2016,march,los angeles county,5.2%
13,3,2016,march,san bernardino county,5.9%
3,0,2016,march,butte county,7.5%
11,3,2016,march,inyo county,6.2%
57,5,2016,march,riverside county,6.2%
0,0,2016,march,los angeles county,5.2%
61,11,2016,march,imperial county,22.0%
136,6,2016,march,orange county,4.1%
94,13,2016,march,contra costa county,4.6%
7,1,2016,march,san mateo county,3.4%
5,0,2016,march,san mateo county,3.4%
11,1,2016,march,santa barbara county,5.5%
213,20,2016,march,orange county,4.1%
236,17,2016,march,los angeles county,5.2%
101,13,2016,march,san mateo county,3.4%
127,14,2016,march,butte county,7.5%
27,0,2016,march,alameda county,4.2%
0,0,2016,march,alpine county,7.3%
6,0,2016,march,amador county,6.8%
26,0,2016,march,butte county,7.5%
6,0,2016,march,calaveras county,8.0%
3,0,2016,march,colusa county,20.6%
42,0,2016,march,contra costa county,4.6%
9,0,2016,march,del norte county,9.4%
8,0,2016,march,el dorado county,5.8%
20,0,2016,march,fresno county,11.0%
3,0,2016,march,glenn county,10.6%
36,0,2016,march,humboldt county,5.6%
3,0,2016,march,imperial county,22.0%
0,0,2016,march,inyo county,6.2%
19,0,2016,march,kern county,12.2%
9,0,2016,march,kings county,12.3%
24,0,2016,march,lake county,8.7%
1,1,2016,march,lassen county,9.5%
70,7,2016,march,los angeles county,5.2%
16,0,2016,march,madera county,10.5%
3,0,2016,march,mariposa county,10.0%
14,0,2016,march,mendocino county,6.5%
43,0,2016,march,merced county,13.0%
0,0,2016,march,modoc county,10.5%
0,0,2016,march,mono county,5.3%
29,0,2016,march,monterey county,11.2%
1,0,2016,march,napa county,4.7%
9,0,2016,march,nevada county,5.5%
4,0,2016,march,orange county,4.1%
12,0,2016,march,placer county,4.8%
2,0,2016,march,plumas county,14.2%
7,0,2016,march,riverside county,6.2%
360,0,2016,march,sacramento county,5.5%
1,0,2016,march,san benito county,8.2%
3,0,2016,march,san bernardino county,5.9%
9,1,2016,march,san diego county,4.8%
1,0,2016,march,san francisco county,3.7%
18,0,2016,march,san joaquin county,8.8%
16,0,2016,march,san luis obispo county,4.7%
2,0,2016,march,san mateo county,3.4%
12,0,2016,march,santa barbara county,5.5%
5,0,2016,march,santa clara county,4.0%
33,0,2016,march,santa cruz county,9.0%
28,1,2016,march,shasta county,8.0%
0,0,2016,march,sierra county,9.8%
4,0,2016,march,siskiyou county,11.6%
2,0,2016,march,solano county,5.7%
28,0,2016,march,sonoma county,4.3%
56,0,2016,march,stanislaus county,9.9%
6,0,2016,march,sutter county,12.6%
13,0,2016,march,tehama county,7.9%
3,0,2016,march,trinity county,8.4%
35,0,2016,march,tulare county,12.7%
9,0,2016,march,tuolumne county,6.9%
9,0,2016,march,ventura county,5.2%
14,0,2016,march,yolo county,6.8%
25,0,2016,march,yuba county,9.5%
3,0,2016,march,sacramento county,5.5%
10,0,2016,march,los angeles county,5.2%
21,0,2016,march,san luis obispo county,4.7%
25,1,2016,march,los angeles county,5.2%
37,20,2016,march,calaveras county,8.0%
0,0,2016,march,calaveras county,8.0%
109,16,2016,march,imperial county,22.0%
31,10,2016,march,kern county,12.2%
20,2,2016,march,riverside county,6.2%
4,3,2016,march,napa county,4.7%
100,23,2016,march,ventura county,5.2%
90,11,2016,march,santa clara county,4.0%
16,1,2016,march,riverside county,6.2%
0,0,2016,march,sacramento county,5.5%
56,2,2016,march,santa cruz county,9.0%
232,16,2016,march,san diego county,4.8%
6,1,2016,march,monterey county,11.2%
18,0,2016,march,santa barbara county,5.5%
183,36,2016,march,los angeles county,5.2%
126,12,2016,march,riverside county,6.2%
115,15,2016,march,stanislaus county,9.9%
163,10,2016,march,los angeles county,5.2%
1,1,2016,march,ventura county,5.2%
241,23,2016,march,butte county,7.5%
165,14,2016,march,san bernardino county,5.9%
93,7,2016,march,san bernardino county,5.9%
59,3,2016,march,madera county,10.5%
309,45,2016,march,san diego county,4.8%
181,35,2016,march,sacramento county,5.5%
77,3,2016,march,los angeles county,5.2%
8,0,2016,march,contra costa county,4.6%
55,15,2016,march,lake county,8.7%
12,3,2016,march,sonoma county,4.3%
222,21,2016,march,fresno county,11.0%
89,15,2016,march,riverside county,6.2%
27,11,2016,march,fresno county,11.0%
0,18,2016,march,fresno county,11.0%
4,1,2016,march,tulare county,12.7%
28,0,2016,march,san mateo county,3.4%
0,0,2016,march,san diego county,4.8%
131,18,2016,march,san bernardino county,5.9%
9,1,2016,march,colusa county,20.6%
10,2,2016,march,colusa county,20.6%
102,12,2016,march,los angeles county,5.2%
188,73,2016,march,los angeles county,5.2%
381,31,2016,march,contra costa county,4.6%
60,5,2016,march,contra costa county,4.6%
122,29,2016,march,contra costa county,4.6%
12,1,2016,march,contra costa county,4.6%
7,1,2016,march,contra costa county,4.6%
44,9,2016,march,kings county,12.3%
29,0,2016,march,tehama county,7.9%
347,14,2016,march,riverside county,6.2%
32,4,2016,march,san diego county,4.8%
433,29,2016,march,orange county,4.1%
9,5,2016,march,sonoma county,4.3%
104,12,2016,march,los angeles county,5.2%
16,6,2016,march,del norte county,9.4%
4,0,2016,march,kern county,12.2%
2,0,2016,march,ventura county,5.2%
25,1,2016,march,butte county,7.5%
8,0,2016,march,los angeles county,5.2%
7,0,2016,march,alameda county,4.2%
26,1,2016,march,fresno county,11.0%
21,0,2016,march,orange county,4.1%
11,0,2016,march,humboldt county,5.6%
7,1,2016,march,los angeles county,5.2%
8,0,2016,march,los angeles county,5.2%
2,0,2016,march,monterey county,11.2%
31,4,2016,march,los angeles county,5.2%
19,1,2016,march,sacramento county,5.5%
18,1,2016,march,san bernardino county,5.9%
44,1,2016,march,san diego county,4.8%
25,1,2016,march,san francisco county,3.7%
39,8,2016,march,santa clara county,4.0%
5,2,2016,march,san diego county,4.8%
2,1,2016,march,sonoma county,4.3%
12,0,2016,march,stanislaus county,9.9%
17,3,2016,march,los angeles county,5.2%
1,0,2016,march,san luis obispo county,4.7%
186,18,2016,march,los angeles county,5.2%
85,5,2016,march,santa clara county,4.0%
68,2,2016,march,orange county,4.1%
126,23,2016,march,san mateo county,3.4%
43,4,2016,march,orange county,4.1%
18,0,2016,march,contra costa county,4.6%
144,8,2016,march,yolo county,6.8%
10,1,2016,march,san diego county,4.8%
37,11,2016,march,del norte county,9.4%
9,0,2016,march,monterey county,11.2%
92,24,2016,march,kern county,12.2%
91,18,2016,march,riverside county,6.2%
88,9,2016,march,los angeles county,5.2%
63,17,2016,march,tulare county,12.7%
31,4,2016,march,solano county,5.7%
1,0,2016,march,siskiyou county,11.6%
30,2,2016,march,merced county,13.0%
274,23,2016,march,los angeles county,5.2%
31,6,2016,march,los angeles county,5.2%
88,4,2016,march,alameda county,4.2%
3,0,2016,march,siskiyou county,11.6%
39,8,2016,march,san mateo county,3.4%
97,8,2016,march,riverside county,6.2%
230,32,2016,march,san diego county,4.8%
10,0,2016,march,los angeles county,5.2%
182,18,2016,march,imperial county,22.0%
107,10,2016,march,contra costa county,4.6%
167,24,2016,march,el dorado county,5.8%
160,30,2016,march,los angeles county,5.2%
56,5,2016,march,los angeles county,5.2%
216,48,2016,march,sacramento county,5.5%
141,13,2016,march,alameda county,4.2%
77,6,2016,march,san diego county,4.8%
10,2,2016,march,san joaquin county,8.8%
225,32,2016,march,san diego county,4.8%
0,0,2016,march,siskiyou county,11.6%
136,21,2016,march,humboldt county,5.6%
30,3,2016,march,tulare county,12.7%
209,39,2016,march,solano county,5.7%
0,0,2016,march,orange county,4.1%
11,1,2016,march,tulare county,12.7%
1,0,2016,march,humboldt county,5.6%
8,3,2016,march,ventura county,5.2%
13,1,2016,march,fresno county,11.0%
121,8,2016,march,sacramento county,5.5%
369,68,2016,march,san bernardino county,5.9%
9,2,2016,march,san bernardino county,5.9%
7,0,2016,march,santa clara county,4.0%
21,3,2016,march,mendocino county,6.5%
1,0,2016,march,siskiyou county,11.6%
34,12,2016,march,humboldt county,5.6%
32,0,2016,march,san mateo county,3.4%
124,1,2016,march,orange county,4.1%
0,0,2016,march,merced county,13.0%
8,2,2016,march,fresno county,11.0%
412,34,2016,march,alameda county,4.2%
1741,244,2016,march,fresno county,11.0%
332,67,2016,march,fresno county,11.0%
301,32,2016,march,orange county,4.1%
51,5,2016,march,sacramento county,5.5%
405,32,2016,march,orange county,4.1%
128,15,2016,march,los angeles county,5.2%
147,19,2016,march,santa clara county,4.0%
330,21,2016,march,los angeles county,5.2%
81,3,2016,march,los angeles county,5.2%
12,1,2016,march,glenn county,10.6%
2,0,2016,march,sacramento county,5.5%
61,4,2016,march,santa barbara county,5.5%
4,3,2016,march,monterey county,11.2%
34,2,2016,march,san bernardino county,5.9%
47,9,2016,march,nevada county,5.5%
29,5,2016,march,monterey county,11.2%
21,7,2016,march,butte county,7.5%
25,4,2016,march,san luis obispo county,4.7%
11,2,2016,march,santa barbara county,5.5%
11,2,2016,march,merced county,13.0%
123,24,2016,march,kings county,12.3%
22,6,2016,march,los angeles county,5.2%
240,50,2016,march,los angeles county,5.2%
395,43,2016,march,alameda county,4.2%
14,2,2016,march,sonoma county,4.3%
312,51,2016,march,riverside county,6.2%
20,1,2016,march,contra costa county,4.6%
35,5,2016,march,los angeles county,5.2%
155,32,2016,march,san bernardino county,5.9%
2,0,2016,march,los angeles county,5.2%
91,18,2016,march,san bernardino county,5.9%
15,0,2016,march,san mateo county,3.4%
29,8,2016,march,san benito county,8.2%
0,0,2016,march,san benito county,8.2%
8,1,2016,march,imperial county,22.0%
8,0,2016,march,stanislaus county,9.9%
79,25,2016,march,humboldt county,5.6%
0,0,2016,march,ventura county,5.2%
356,23,2016,march,orange county,4.1%
142,27,2016,march,los angeles county,5.2%
5,7,2016,march,fresno county,11.0%
5,0,2016,march,imperial county,22.0%
28,9,2016,march,san diego county,4.8%
38,20,2016,march,imperial county,22.0%
13,1,2016,march,riverside county,6.2%
89,34,2016,march,riverside county,6.2%
100,4,2016,march,los angeles county,5.2%
210,60,2016,march,los angeles county,5.2%
1,0,2016,march,riverside county,6.2%
14,7,2016,march,inyo county,6.2%
2,0,2016,march,amador county,6.8%
284,12,2016,march,orange county,4.1%
5,0,2016,march,orange county,4.1%
15,2,2016,march,los angeles county,5.2%
0,0,2016,march,sacramento county,5.5%
20,0,2016,march,amador county,6.8%
238,27,2016,march,riverside county,6.2%
4,0,2016,march,contra costa county,4.6%
33,6,2016,march,fresno county,11.0%
825,207,2016,march,kern county,12.2%
19,1,2016,march,monterey county,11.2%
29,16,2016,march,kings county,12.3%
31,1,2016,march,fresno county,11.0%
24,0,2016,march,los angeles county,5.2%
98,7,2016,march,orange county,4.1%
10,0,2016,march,los angeles county,5.2%
178,25,2016,march,san diego county,4.8%
71,11,2016,march,los angeles county,5.2%
33,4,2016,march,orange county,4.1%
45,8,2016,march,los angeles county,5.2%
76,3,2016,march,riverside county,6.2%
65,5,2016,march,los angeles county,5.2%
36,2,2016,march,contra costa county,4.6%
72,7,2016,march,orange county,4.1%
37,4,2016,march,orange county,4.1%
48,2,2016,march,orange county,4.1%
13,0,2016,march,orange county,4.1%
63,11,2016,march,lake county,8.7%
165,7,2016,march,riverside county,6.2%
60,6,2016,march,orange county,4.1%
0,0,2016,march,siskiyou county,11.6%
17,5,2016,march,lake county,8.7%
192,17,2016,march,los angeles county,5.2%
265,74,2016,march,los angeles county,5.2%
16,2,2016,march,lassen county,9.5%
49,20,2016,march,los angeles county,5.2%
46,8,2016,march,san diego county,4.8%
33,7,2016,march,kings county,12.3%
45,1,2016,march,placer county,4.8%
38,7,2016,march,tulare county,12.7%
196,16,2016,march,alameda county,4.2%
30,4,2016,march,merced county,13.0%
194,27,2016,march,san joaquin county,8.8%
70,4,2016,march,san bernardino county,5.9%
33,8,2016,march,los angeles county,5.2%
81,8,2016,march,santa barbara county,5.5%
1208,219,2016,march,los angeles county,5.2%
20,3,2016,march,orange county,4.1%
37,0,2016,march,santa clara county,4.0%
6,0,2016,march,santa clara county,4.0%
7875,2385,2016,march,los angeles county,5.2%
1352,480,2016,march,los angeles county,5.2%
93,45,2016,march,los angeles county,5.2%
96,9,2016,march,merced county,13.0%
61,1,2016,march,santa clara county,4.0%
140,29,2016,march,los angeles county,5.2%
169,35,2016,march,madera county,10.5%
75,33,2016,march,madera county,10.5%
30,5,2016,march,los angeles county,5.2%
5,2,2016,march,mono county,5.3%
90,5,2016,march,los angeles county,5.2%
229,17,2016,march,san joaquin county,8.8%
34,4,2016,march,monterey county,11.2%
19,6,2016,march,mariposa county,10.0%
62,1,2016,march,contra costa county,4.6%
34,8,2016,march,yuba county,9.5%
29,16,2016,march,los angeles county,5.2%
19,5,2016,march,kern county,12.2%
30,25,2016,march,mendocino county,6.5%
1,0,2016,march,mendocino county,6.5%
16,5,2016,march,fresno county,11.0%
196,11,2016,march,riverside county,6.2%
32,4,2016,march,san mateo county,3.4%
251,46,2016,march,merced county,13.0%
157,52,2016,march,merced county,13.0%
3,1,2016,march,los angeles county,5.2%
155,9,2016,march,santa clara county,4.0%
66,7,2016,march,orange county,4.1%
876,172,2016,march,stanislaus county,9.9%
4,2,2016,march,modoc county,10.5%
2,2,2016,march,mono county,5.3%
61,5,2016,march,los angeles county,5.2%
0,0,2016,march,siskiyou county,11.6%
130,15,2016,march,san bernardino county,5.9%
2,0,2016,march,santa clara county,4.0%
184,19,2016,march,los angeles county,5.2%
145,5,2016,march,monterey county,11.2%
2,0,2016,march,monterey county,11.2%
112,23,2016,march,monterey county,11.2%
8,0,2016,march,monterey county,11.2%
173,13,2016,march,los angeles county,5.2%
18,4,2016,march,ventura county,5.2%
7,0,2016,march,contra costa county,4.6%
442,85,2016,march,riverside county,6.2%
42,4,2016,march,santa clara county,4.0%
26,3,2016,march,san luis obispo county,4.7%
1,0,2016,march,riverside county,6.2%
10,0,2016,march,siskiyou county,11.6%
167,9,2016,march,santa clara county,4.0%
145,2,2016,march,riverside county,6.2%
92,24,2016,march,napa county,4.7%
25,4,2016,march,napa county,4.7%
0,15,2016,march,napa county,4.7%
128,24,2016,march,san diego county,4.8%
16,1,2016,march,san bernardino county,5.9%
8,0,2016,march,nevada county,5.5%
62,14,2016,march,nevada county,5.5%
100,7,2016,march,alameda county,4.2%
8,0,2016,march,stanislaus county,9.9%
181,10,2016,march,orange county,4.1%
66,5,2016,march,riverside county,6.2%
0,0,2016,march,butte county,7.5%
1,0,2016,march,humboldt county,5.6%
122,32,2016,march,los angeles county,5.2%
51,2,2016,march,stanislaus county,9.9%
2056,439,2016,march,alameda county,4.2%
34,3,2016,march,contra costa county,4.6%
4,0,2016,march,san luis obispo county,4.7%
371,70,2016,march,san diego county,4.8%
0,0,2016,march,san diego county,4.8%
4,2,2016,march,ventura county,5.2%
418,58,2016,march,san bernardino county,5.9%
191,13,2016,march,orange county,4.1%
93,19,2016,march,orange county,4.1%
0,0,2016,march,orange county,4.1%
13,4,2016,march,fresno county,11.0%
8,0,2016,march,contra costa county,4.6%
5,2,2016,march,glenn county,10.6%
108,7,2016,march,butte county,7.5%
562,80,2016,march,ventura county,5.2%
25,0,2016,march,monterey county,11.2%
33,3,2016,march,san mateo county,3.4%
170,6,2016,march,riverside county,6.2%
273,23,2016,march,riverside county,6.2%
207,51,2016,march,los angeles county,5.2%
108,4,2016,march,santa clara county,4.0%
12,0,2016,march,los angeles county,5.2%
44,3,2016,march,butte county,7.5%
120,18,2016,march,los angeles county,5.2%
27,9,2016,march,fresno county,11.0%
266,47,2016,march,los angeles county,5.2%
6,0,2016,march,los angeles county,5.2%
74,5,2016,march,san luis obispo county,4.7%
41,7,2016,march,stanislaus county,9.9%
0,37,2016,march,san bernardino county,5.9%
188,23,2016,march,riverside county,6.2%
72,24,2016,march,sonoma county,4.3%
113,24,2016,march,los angeles county,5.2%
21,2,2016,march,alameda county,4.2%
65,5,2016,march,contra costa county,4.6%
52,0,2016,march,san luis obispo county,4.7%
175,15,2016,march,contra costa county,4.6%
65,11,2016,march,orange county,4.1%
117,13,2016,march,placer county,4.8%
25,0,2016,march,el dorado county,5.8%
109,5,2016,march,contra costa county,4.6%
123,8,2016,march,alameda county,4.2%
17,10,2016,march,plumas county,14.2%
365,44,2016,march,los angeles county,5.2%
50,6,2016,march,ventura county,5.2%
98,22,2016,march,tulare county,12.7%
3,2,2016,march,kings county,12.3%
40,4,2016,march,san diego county,4.8%
141,33,2016,march,sacramento county,5.5%
357,8,2016,march,san bernardino county,5.9%
68,1,2016,march,riverside county,6.2%
33,3,2016,march,los angeles county,5.2%
18,2,2016,march,orange county,4.1%
91,16,2016,march,tehama county,7.9%
355,70,2016,march,shasta county,8.0%
232,14,2016,march,san bernardino county,5.9%
142,15,2016,march,los angeles county,5.2%
135,8,2016,march,san mateo county,3.4%
37,13,2016,march,fresno county,11.0%
160,35,2016,march,san bernardino county,5.9%
306,73,2016,march,contra costa county,4.6%
43,13,2016,march,kern county,12.2%
1,1,2016,march,humboldt county,5.6%
7,3,2016,march,solano county,5.7%
12,0,2016,march,san joaquin county,8.8%
65,2,2016,march,stanislaus county,9.9%
844,148,2016,march,riverside county,6.2%
627,62,2016,march,riverside county,6.2%
10,0,2016,march,riverside county,6.2%
97,7,2016,march,placer county,4.8%
80,21,2016,march,sonoma county,4.3%
1,0,2016,march,los angeles county,5.2%
4,1,2016,march,los angeles county,5.2%
87,15,2016,march,los angeles county,5.2%
270,19,2016,march,placer county,4.8%
1341,283,2016,march,sacramento county,5.5%
850,193,2016,march,sacramento county,5.5%
354,59,2016,march,monterey county,11.2%
12,2,2016,march,san benito county,8.2%
707,235,2016,march,san bernardino county,5.9%
440,78,2016,march,san bernardino county,5.9%
6,0,2016,march,san bernardino county,5.9%
21,7,2016,march,san bernardino county,5.9%
110,9,2016,march,san mateo county,3.4%
89,8,2016,march,orange county,4.1%
2531,434,2016,march,san diego county,4.8%
393,119,2016,march,san diego county,4.8%
1,0,2016,march,san diego county,4.8%
51,9,2016,march,san diego county,4.8%
54,5,2016,march,los angeles county,5.2%
32,9,2016,march,los angeles county,5.2%
3700,447,2016,march,san francisco county,3.7%
21,3,2016,march,san francisco county,3.7%
49,7,2016,march,los angeles county,5.2%
120,14,2016,march,riverside county,6.2%
287,65,2016,march,san joaquin county,8.8%
0,0,2016,march,fresno county,11.0%
1863,357,2016,march,santa clara county,4.0%
3,0,2016,march,santa clara county,4.0%
22,8,2016,march,orange county,4.1%
305,46,2016,march,alameda county,4.2%
187,15,2016,march,san luis obispo county,4.7%
110,29,2016,march,san luis obispo county,4.7%
0,1,2016,march,san luis obispo county,4.7%
94,12,2016,march,san diego county,4.8%
13,2,2016,march,los angeles county,5.2%
150,23,2016,march,san mateo county,3.4%
6,1,2016,march,san mateo county,3.4%
238,40,2016,march,san mateo county,3.4%
103,17,2016,march,contra costa county,4.6%
67,4,2016,march,contra costa county,4.6%
12,0,2016,march,monterey county,11.2%
62,8,2016,march,fresno county,11.0%
560,174,2016,march,orange county,4.1%
251,28,2016,march,santa barbara county,5.5%
142,29,2016,march,santa barbara county,5.5%
213,15,2016,march,santa clara county,4.0%
113,20,2016,march,santa clara county,4.0%
17,5,2016,march,santa clara county,4.0%
239,36,2016,march,los angeles county,5.2%
351,39,2016,march,santa cruz county,9.0%
150,14,2016,march,santa cruz county,9.0%
11,0,2016,march,santa cruz county,9.0%
105,5,2016,march,los angeles county,5.2%
209,47,2016,march,santa barbara county,5.5%
286,32,2016,march,los angeles county,5.2%
28,6,2016,march,ventura county,5.2%
284,67,2016,march,sonoma county,4.3%
88,8,2016,march,san diego county,4.8%
35,1,2016,march,santa clara county,4.0%
37,1,2016,march,santa cruz county,9.0%
48,1,2016,march,orange county,4.1%
72,8,2016,march,monterey county,11.2%
10,0,2016,march,sonoma county,4.3%
67,29,2016,march,fresno county,11.0%
47,1,2016,march,kern county,12.2%
57,36,2016,march,shasta county,8.0%
0,0,2016,march,shasta county,8.0%
5,0,2016,march,sierra county,9.8%
0,0,2016,march,placer county,4.8%
4,0,2016,march,los angeles county,5.2%
73,5,2016,march,los angeles county,5.2%
0,0,2016,march,sonoma county,4.3%
136,13,2016,march,ventura county,5.2%
11,2,2016,march,siskiyou county,11.6%
22,2,2016,march,san diego county,4.8%
16,6,2016,march,solano county,5.7%
17,12,2016,march,monterey county,11.2%
4,1,2016,march,santa barbara county,5.5%
15,1,2016,march,sonoma county,4.3%
3,0,2016,march,sonoma county,4.3%
131,42,2016,march,sonoma county,4.3%
0,0,2016,march,sonoma county,4.3%
1,0,2016,march,sonoma county,4.3%
29,2,2016,march,tuolumne county,6.9%
38,13,2016,march,los angeles county,5.2%
275,55,2016,march,los angeles county,5.2%
28,4,2016,march,el dorado county,5.8%
57,2,2016,march,los angeles county,5.2%
110,15,2016,march,san mateo county,3.4%
3,1,2016,march,napa county,4.7%
3,0,2016,march,kern county,12.2%
160,45,2016,march,stanislaus county,9.9%
59,15,2016,march,orange county,4.1%
15,2,2016,march,fresno county,11.0%
966,307,2016,march,san joaquin county,8.8%
27,5,2016,march,san joaquin county,8.8%
50,6,2016,march,solano county,5.7%
155,12,2016,march,santa clara county,4.0%
14,18,2016,march,lassen county,9.5%
50,6,2016,march,sutter county,12.6%
5,0,2016,march,amador county,6.8%
39,7,2016,march,kern county,12.2%
18,2,2016,march,kern county,12.2%
0,0,2016,march,san bernardino county,5.9%
36,14,2016,march,tehama county,7.9%
200,14,2016,march,riverside county,6.2%
55,3,2016,march,los angeles county,5.2%
137,15,2016,march,ventura county,5.2%
226,15,2016,march,los angeles county,5.2%
156,7,2016,march,san joaquin county,8.8%
14,4,2016,march,trinity county,8.4%
11,1,2016,march,nevada county,5.5%
172,19,2016,march,tulare county,12.7%
175,32,2016,march,tulare county,12.7%
0,0,2016,march,siskiyou county,11.6%
61,8,2016,march,tuolumne county,6.9%
